user_id,full_name,username,job_title,department,division,country,airport,terminal,employee_category,shift_pattern,age,preferred_language
u00235,Aiko Brown,abrown41,Logistics Coordinator,Customer Service,Europe Retail,CH,ZRH,T1,shift-based,day,45,de
u00236,Taylor Brown,tbrown42,Stock Assistant,Customer Service,US Retail,US,MIA,T1,shift-based,long,41,en
u00237,Yusuf Chen,ychen43,Director of Operations,Management,US Retail,US,LAX,T1,office-based,office,21,en
u00238,Yusuf Schneider,yschneider44,Store Assistant,Store Operations,Europe Retail,CH,ZRH,T3,shift-based,day,48,fr
u00239,Chloe Martin,cmartin45,Customer Service Agent,Store Operations,Europe Retail,FR,CDG,T2,shift-based,long,46,fr
u00240,Sam Fischer,sfischer46,Senior Sales Associate,Communications,Europe Retail,GB,LGW,T1,office-based,office,24,en
u00241,Jamie Moreau,jmoreau47,Senior Sales Associate,Store Operations,US Retail,US,JFK,T2,shift-based,night,33,en
u00242,Priya Martin,pmartin48,Shift Supervisor,Customer Service,Europe Retail,CH,GVA,T3,shift-based,day,31,de
u00243,Priya Moreau,pmoreau49,Store Assistant,Customer Service,Europe Retail,FR,NCE,T2,shift-based,long,40,fr
u00244,Ivan Brown,ibrown50,Beauty Advisor,Customer Service,Europe Retail,FR,CDG,T2,shift-based,day,40,fr
u00245,Lena Dubois,ldubois51,Store Assistant,Store Operations,US Retail,US,LAX,T3,shift-based,day,37,en
u00246,Yusuf Bianchi,ybianchi52,Stock Assistant,Store Operations,US Retail,US,MIA,T3,office-based,office,32,en
u00247,Elena Moreau,emoreau53,Beauty Advisor,Logistics,Europe Retail,CH,GVA,T3,shift-based,short,33,it
u00248,Lena Rossi,lrossi54,Team Lead,Store Operations,Europe Retail,ES,BCN,T2,shift-based,short,43,es
u00249,Lena Weber,lweber55,Beauty Advisor,Store Operations,Europe Retail,DE,FRA,T1,shift-based,day,37,de
u00250,Sofia Smith,ssmith56,Beauty Advisor,Customer Service,Europe Retail,CH,ZRH,T3,shift-based,short,18,fr
u00251,Chloe Meier,cmeier57,Assistant Manager,Store Operations,US Retail,US,MIA,T2,shift-based,short,40,es
u00252,Casey Bianchi,cbianchi58,Store Assistant,Store Operations,Europe Retail,CH,BSL,T1,shift-based,day,42,it
u00253,Alex Novak,anovak59,Customer Service Agent,Customer Service,US Retail,US,MIA,T1,shift-based,short,29,es
u00254,Sofia Martin,smartin60,Sales Associate,Human Resources,Europe Retail,CH,GVA,T2,office-based,office,48,it
u00255,Taylor Meier,tmeier61,Assistant Manager,Store Operations,Europe Retail,FR,CDG,T1,shift-based,day,37,fr
u00256,Lena Keller,lkeller62,Cashier,Communications,Europe Retail,IT,MXP,T3,office-based,office,23,it
u00257,Sofia Martin,smartin63,General Manager,Management,Europe Retail,CH,ZRH,T1,office-based,office,42,it
u00258,Sofia Weber,sweber64,Sales Associate,Store Operations,Europe Retail,DE,FRA,T3,shift-based,day,40,de
u00259,Chloe Garcia,cgarcia65,Head of Retail Operations,Management,Europe Retail,ES,MAD,T2,office-based,office,40,es
u00260,Ivan Muller,imuller66,Beauty Advisor,Store Operations,Europe Retail,FR,NCE,T1,shift-based,day,32,fr
u00261,Ivan Martin,imartin67,Logistics Associate,Human Resources,Europe Retail,FR,CDG,T1,office-based,office,30,fr
u00262,Taylor Schneider,tschneider68,Customer Service Agent,Store Operations,Europe Retail,DE,FRA,T1,office-based,office,25,de
u00263,Aiko Brown,abrown69,Beauty Advisor,Human Resources,Europe Retail,FR,NCE,T3,office-based,office,27,fr
u00264,Luca Martin,lmartin70,Store Assistant,Store Operations,Europe Retail,CH,ZRH,T1,shift-based,day,32,it
u00265,Chloe Silva,csilva71,HR Manager,Human Resources,Europe Retail,FR,CDG,T2,office-based,office,52,fr
u00266,Aiko Muller,amuller72,Cashier,Store Operations,Europe Retail,FR,NCE,T1,office-based,office,62,fr
u00267,Sofia Smith,ssmith73,Stock Assistant,Store Operations,Europe Retail,GB,LHR,T2,office-based,office,45,en
u00268,Aiko Smith,asmith74,Store Assistant,Store Operations,US Retail,US,LAX,T1,office-based,office,32,es
u00269,Jordan Muller,jmuller75,Team Lead,Store Operations,Europe Retail,FR,NCE,T3,shift-based,split,18,fr
u00270,Elena Chen,echen76,Customer Service Agent,Store Operations,Europe Retail,ES,MAD,T3,shift-based,day,37,es
u00271,Aiko Garcia,agarcia77,Sales Associate,Store Operations,Europe Retail,DE,MUC,T2,shift-based,night,40,de
u00272,Jordan Weber,jweber78,Regional Manager,Management,Europe Retail,CH,BSL,T3,office-based,office,38,it
u00273,Mateo Keller,mkeller79,Customer Service Agent,Store Operations,Europe Retail,CH,BSL,T1,shift-based,split,22,fr
u00274,Jordan Kaur,jkaur80,Team Lead,Customer Service,Europe Retail,CH,ZRH,T2,shift-based,day,19,it
u00275,Aiko Silva,asilva81,Beauty Advisor,Customer Service,Europe Retail,CH,GVA,T1,shift-based,short,20,it
u00276,Elena Rossi,erossi82,General Manager,Logistics,Europe Retail,CH,BSL,T1,shift-based,day,41,fr
u00277,Noor Brown,nbrown83,Customer Service Agent,Logistics,Europe Retail,CH,BSL,T3,shift-based,short,34,fr
u00278,Sam Costa,scosta84,Store Assistant,Customer Service,Europe Retail,FR,CDG,T2,shift-based,short,32,fr
u00279,Alex Brown,abrown85,Logistics Associate,Store Operations,US Retail,US,JFK,T2,shift-based,day,24,es
u00280,Aiko Rossi,arossi86,Team Lead,Store Operations,Europe Retail,CH,GVA,T1,shift-based,split,36,fr
u00281,Taylor Schneider,tschneider87,Store Assistant,Customer Service,Europe Retail,CH,ZRH,T1,shift-based,day,23,fr
u00282,Taylor Novak,tnovak88,Customer Service Agent,Store Operations,Europe Retail,CH,ZRH,T2,shift-based,day,39,de
u00283,Sofia Chen,schen89,Customer Service Agent,Customer Service,Europe Retail,GB,LGW,T3,shift-based,short,42,en
u00284,Omar Fischer,ofischer90,Customer Service Agent,Communications,Europe Retail,DE,MUC,T1,office-based,office,27,de
u00285,Lena Rossi,lrossi91,Customer Service Agent,Customer Service,Europe Retail,GB,LGW,T1,shift-based,night,24,en
u00286,Alex Novak,anovak92,Shift Supervisor,Logistics,Europe Retail,IT,FCO,T2,shift-based,day,29,it
u00287,Taylor Keller,tkeller93,Head of Retail Operations,Logistics,US Retail,US,JFK,T1,shift-based,night,33,en
u00288,Robin Dubois,rdubois94,Stock Assistant,Store Operations,Europe Retail,DE,FRA,T2,shift-based,day,28,de
u00289,Lena Muller,lmuller95,Store Manager,Management,Europe Retail,IT,FCO,T1,office-based,office,41,it
u00290,Casey Rossi,crossi96,Beauty Advisor,Store Operations,Europe Retail,DE,FRA,T1,shift-based,night,52,de
u00291,Jordan Moreau,jmoreau00,HR Manager,Management,US Retail,US,LAX,T3,office-based,office,36,en
u00292,Sofia Chen,schen01,Stock Assistant,Customer Service,Europe Retail,GB,LGW,T1,shift-based,short,47,en
u00293,Robin Moreau,rmoreau02,Store Assistant,Store Operations,US Retail,US,MIA,T1,shift-based,day,48,en
u00294,Yusuf Silva,ysilva03,Stock Assistant,Store Operations,Europe Retail,CH,BSL,T3,shift-based,day,28,it
u00295,Luca Chen,lchen04,Sales Associate,Customer Service,Europe Retail,CH,ZRH,T1,shift-based,short,42,fr
u00296,Jordan Novak,jnovak05,Beauty Advisor,Store Operations,Europe Retail,CH,ZRH,T1,shift-based,day,26,fr
u00297,Chloe Smith,csmith06,Logistics Associate,Communications,Europe Retail,CH,BSL,T3,office-based,office,31,de
u00298,Sofia Weber,sweber07,Logistics Associate,Store Operations,Europe Retail,CH,ZRH,T1,shift-based,long,38,fr
u00299,Lena Rossi,lrossi08,Stock Assistant,Customer Service,US Retail,US,JFK,T3,shift-based,long,31,en
u00300,Omar Rossi,orossi09,Team Lead,Store Operations,Europe Retail,ES,MAD,T2,shift-based,day,54,es
u00301,Omar Novak,onovak10,Senior Sales Associate,Customer Service,Europe Retail,CH,GVA,T1,shift-based,short,18,fr
u00302,Sam Dubois,sdubois11,Senior Sales Associate,Store Operations,Europe Retail,FR,NCE,T3,shift-based,long,55,fr
u00303,Jamie Dubois,jdubois12,Cashier,Human Resources,Europe Retail,CH,GVA,T2,office-based,office,30,de
u00304,Noor Muller,nmuller13,Sales Associate,Customer Service,Europe Retail,CH,BSL,T3,shift-based,night,29,it
u00305,Robin Martin,rmartin14,Sales Associate,Customer Service,Europe Retail,ES,MAD,T3,shift-based,split,53,es
u00306,Lena Kaur,lkaur15,Sales Associate,Store Operations,Europe Retail,CH,BSL,T2,shift-based,day,32,fr
u00307,Alex Brown,abrown16,Customer Service Agent,Communications,Europe Retail,CH,GVA,T1,office-based,office,39,de
u00308,Yusuf Lopez,ylopez17,General Manager,Communications,Europe Retail,CH,GVA,T2,office-based,office,46,de
u00309,Morgan Martin,mmartin18,Store Assistant,Store Operations,US Retail,US,JFK,T1,shift-based,day,46,es
u00310,Alex Smith,asmith19,Cashier,Store Operations,Europe Retail,ES,MAD,T2,shift-based,short,26,es
u00311,Noor Costa,ncosta20,Store Assistant,Customer Service,Europe Retail,GB,LGW,T2,shift-based,day,30,en
u00312,Sam Fischer,sfischer21,Logistics Associate,Customer Service,US Retail,US,LAX,T3,shift-based,day,18,en
u00313,Morgan Fischer,mfischer22,Shift Supervisor,Logistics,Europe Retail,IT,MXP,T2,shift-based,day,37,it
u00314,Lena Fischer,lfischer23,Stock Assistant,Store Operations,Europe Retail,FR,CDG,T1,shift-based,short,41,fr
u00315,Priya Bianchi,pbianchi24,Cashier,Store Operations,Europe Retail,CH,BSL,T1,shift-based,day,18,fr
u00316,Priya Chen,pchen25,Logistics Associate,Store Operations,Europe Retail,ES,BCN,T1,shift-based,short,26,es
u00317,Chloe Costa,ccosta26,HR Manager,Store Operations,Europe Retail,GB,LGW,T2,shift-based,night,24,en
u00318,Mateo Moreau,mmoreau27,Sales Associate,Store Operations,US Retail,US,MIA,T2,shift-based,day,29,es
u00319,Robin Keller,rkeller28,Stock Assistant,Human Resources,Europe Retail,CH,GVA,T1,office-based,office,45,fr
u00320,Luca Silva,lsilva29,Logistics Coordinator,Logistics,Europe Retail,CH,GVA,T2,shift-based,split,51,fr
u00321,Priya Brown,pbrown30,Store Assistant,Logistics,Europe Retail,DE,FRA,T3,shift-based,long,36,de
u00322,Casey Muller,cmuller31,Assistant Manager,Store Operations,US Retail,US,JFK,T1,shift-based,split,28,en
u00323,Lena Chen,lchen32,Store Assistant,Customer Service,Europe Retail,DE,FRA,T2,shift-based,short,41,de
u00324,Robin Chen,rchen33,Senior Sales Associate,Customer Service,Europe Retail,CH,ZRH,T1,shift-based,day,40,fr
u00325,Robin Silva,rsilva34,Logistics Associate,Store Operations,Europe Retail,CH,GVA,T1,shift-based,long,42,it
u00326,Taylor Moreau,tmoreau35,Senior Sales Associate,Human Resources,Europe Retail,CH,GVA,T2,office-based,office,24,it
u00327,Alex Costa,acosta36,Stock Assistant,Store Operations,Europe Retail,CH,GVA,T1,office-based,office,46,fr
u00328,Sofia Silva,ssilva37,Store Assistant,Store Operations,US Retail,US,MIA,T1,shift-based,day,34,en
u00329,Aiko Meier,ameier38,Stock Assistant,Store Operations,US Retail,US,MIA,T1,shift-based,day,18,en
u00330,Lena Weber,lweber39,Cashier,Store Operations,US Retail,US,MIA,T2,shift-based,split,47,es
u00331,Casey Brown,cbrown40,Customer Service Agent,Logistics,Europe Retail,CH,ZRH,T2,shift-based,day,36,fr
u00332,Jordan Martin,jmartin41,Cashier,Store Operations,Europe Retail,IT,MXP,T2,shift-based,day,32,it
u00333,Morgan Moreau,mmoreau42,General Manager,Management,Europe Retail,IT,MXP,T2,office-based,office,32,it
u00334,Luca Fischer,lfischer43,Beauty Advisor,Logistics,Europe Retail,DE,MUC,T2,shift-based,short,20,de
u00335,Luca Meier,lmeier44,Senior Sales Associate,Human Resources,Europe Retail,CH,GVA,T3,office-based,office,46,fr
u00336,Noor Keller,nkeller45,Stock Assistant,Store Operations,Europe Retail,GB,LHR,T3,office-based,office,40,en
u00337,Mateo Schneider,mschneider46,Communications Manager,Logistics,Europe Retail,GB,LGW,T1,shift-based,short,50,en
u00338,Jamie Garcia,jgarcia47,HR Manager,Customer Service,Europe Retail,FR,NCE,T1,shift-based,day,30,fr
u00339,Priya Weber,pweber48,Store Assistant,Store Operations,US Retail,US,JFK,T1,shift-based,short,42,es
u00340,Priya Rossi,prossi49,Beauty Advisor,Customer Service,Europe Retail,CH,GVA,T2,shift-based,split,44,it
u00341,Noor Kaur,nkaur50,Customer Service Agent,Store Operations,Europe Retail,CH,ZRH,T3,shift-based,day,35,fr
u00342,Lena Dubois,ldubois51,Customer Service Agent,Store Operations,US Retail,US,LAX,T1,shift-based,long,26,en
u00343,Alex Rossi,arossi52,Stock Assistant,Store Operations,Europe Retail,GB,LHR,T1,office-based,office,39,en
u00344,Priya Fischer,pfischer53,Senior Sales Associate,Store Operations,Europe Retail,FR,NCE,T2,shift-based,day,26,fr
u00345,Priya Silva,psilva54,Regional Manager,Customer Service,Europe Retail,DE,FRA,T1,shift-based,day,37,de
u00346,Casey Martin,cmartin55,Customer Service Agent,Customer Service,Europe Retail,GB,LHR,T2,shift-based,short,46,en
u00347,Chloe Silva,csilva56,Logistics Associate,Store Operations,US Retail,US,JFK,T2,shift-based,long,43,en
u00348,Sam Costa,scosta57,Cashier,Customer Service,US Retail,US,LAX,T3,shift-based,day,49,es
u00349,Omar Garcia,ogarcia58,Senior Customer Service Specialist,Store Operations,Europe Retail,CH,BSL,T1,office-based,office,20,fr
u00350,Ivan Garcia,igarcia59,Senior Sales Associate,Store Operations,Europe Retail,GB,LHR,T1,shift-based,short,51,en
u00351,Mateo Silva,msilva60,Shift Supervisor,Store Operations,Europe Retail,GB,LHR,T3,shift-based,short,43,en
u00352,Chloe Dubois,cdubois61,Beauty Advisor,Customer Service,US Retail,US,LAX,T3,office-based,office,29,en
u00353,Yusuf Garcia,ygarcia62,Customer Service Agent,Logistics,Europe Retail,CH,BSL,T3,shift-based,split,39,fr
u00354,Ivan Smith,ismith63,Cashier,Store Operations,Europe Retail,CH,GVA,T2,shift-based,night,31,it
u00355,Ivan Keller,ikeller64,Customer Service Agent,Communications,Europe Retail,DE,MUC,T1,office-based,office,41,de
u00356,Casey Silva,csilva65,Head of Retail Operations,Management,US Retail,US,JFK,T3,office-based,office,43,es
u00357,Chloe Silva,csilva66,Beauty Advisor,Store Operations,Europe Retail,CH,ZRH,T2,shift-based,long,34,it
u00358,Alex Meier,ameier67,Sales Associate,Customer Service,Europe Retail,CH,GVA,T1,shift-based,day,28,it
u00359,Sofia Keller,skeller68,HR Manager,Management,Europe Retail,CH,GVA,T1,office-based,office,34,it
u00360,Lena Rossi,lrossi69,Senior Customer Service Specialist,Store Operations,US Retail,US,MIA,T1,shift-based,day,34,es
u00361,Alex Costa,acosta70,Communications Manager,Logistics,Europe Retail,ES,MAD,T3,shift-based,long,37,es
u00362,Luca Costa,lcosta71,Store Assistant,Human Resources,Europe Retail,CH,BSL,T2,office-based,office,39,it
u00363,Jamie Weber,jweber72,Cashier,Customer Service,Europe Retail,IT,MXP,T1,shift-based,split,31,it
u00364,Aiko Fischer,afischer73,Beauty Advisor,Human Resources,Europe Retail,CH,BSL,T2,office-based,office,33,fr
u00365,Jamie Schneider,jschneider74,Stock Assistant,Store Operations,Europe Retail,ES,MAD,T2,shift-based,day,47,es
u00366,Priya Meier,pmeier75,Beauty Advisor,Store Operations,Europe Retail,DE,FRA,T1,office-based,office,39,de
u00367,Taylor Smith,tsmith76,Store Assistant,Store Operations,Europe Retail,IT,MXP,T3,shift-based,night,21,it
u00368,Robin Lopez,rlopez77,Beauty Advisor,Customer Service,Europe Retail,CH,GVA,T3,shift-based,day,36,it
u00369,Elena Meier,emeier78,Team Lead,Customer Service,Europe Retail,FR,NCE,T3,shift-based,day,23,fr
u00370,Jordan Kaur,jkaur79,Store Manager,Store Operations,Europe Retail,IT,FCO,T3,shift-based,day,23,it
u00371,Omar Bianchi,obianchi80,Sales Associate,Store Operations,US Retail,US,JFK,T1,shift-based,split,18,es
u00372,Jordan Costa,jcosta81,Logistics Associate,Store Operations,Europe Retail,CH,ZRH,T1,shift-based,day,18,de
u00373,Chloe Silva,csilva82,Cashier,Communications,Europe Retail,CH,BSL,T2,office-based,office,34,de
u00374,Yusuf Muller,ymuller83,General Manager,Store Operations,Europe Retail,CH,ZRH,T3,shift-based,day,40,it
u00375,Morgan Dubois,mdubois84,Logistics Associate,Store Operations,Europe Retail,DE,FRA,T1,shift-based,long,50,de
u00376,Jordan Fischer,jfischer85,Team Lead,Logistics,Europe Retail,CH,GVA,T3,shift-based,day,18,de
u00377,Mateo Fischer,mfischer86,Stock Assistant,Logistics,Europe Retail,FR,CDG,T1,shift-based,split,27,fr
u00378,Sofia Brown,sbrown87,Shift Supervisor,Store Operations,Europe Retail,DE,MUC,T1,shift-based,long,29,de
u00379,Elena Schneider,eschneider88,Regional Manager,Management,Europe Retail,IT,FCO,T3,office-based,office,36,it
u00380,Chloe Meier,cmeier89,Cashier,Store Operations,Europe Retail,CH,ZRH,T1,shift-based,day,34,fr
u00381,Priya Silva,psilva90,Stock Assistant,Store Operations,Europe Retail,CH,ZRH,T1,office-based,office,44,de
u00382,Jamie Meier,jmeier91,Store Assistant,Store Operations,Europe Retail,IT,MXP,T2,shift-based,long,40,it
u00383,Omar Novak,onovak92,Store Assistant,Store Operations,Europe Retail,CH,GVA,T3,shift-based,short,47,de
u00384,Mateo Keller,mkeller93,Customer Service Agent,Logistics,Europe Retail,ES,MAD,T2,shift-based,day,43,es
u00385,Mateo Moreau,mmoreau94,Stock Assistant,Logistics,Europe Retail,CH,BSL,T3,shift-based,short,43,fr
u00386,Taylor Moreau,tmoreau95,Sales Associate,Logistics,US Retail,US,MIA,T1,shift-based,long,49,en
u00387,Sofia Novak,snovak96,Logistics Coordinator,Logistics,Europe Retail,IT,FCO,T3,shift-based,split,39,it
u00388,Priya Fischer,pfischer00,Shift Supervisor,Store Operations,Europe Retail,DE,MUC,T2,shift-based,day,41,de
u00389,Alex Chen,achen01,Sales Associate,Human Resources,Europe Retail,IT,MXP,T3,office-based,office,18,it
u00390,Jamie Chen,jchen02,Cashier,Customer Service,Europe Retail,FR,CDG,T1,shift-based,short,42,fr
u00391,Elena Rossi,erossi03,Senior Sales Associate,Store Operations,Europe Retail,DE,MUC,T3,shift-based,short,44,de
u00392,Jordan Brown,jbrown04,Beauty Advisor,Store Operations,US Retail,US,JFK,T2,shift-based,day,28,en
u00393,Jamie Weber,jweber05,Store Assistant,Customer Service,Europe Retail,CH,GVA,T3,office-based,office,45,de
u00394,Casey Weber,cweber06,Sales Associate,Store Operations,Europe Retail,CH,ZRH,T2,shift-based,long,57,fr
u00395,Chloe Schneider,cschneider07,Sales Associate,Store Operations,US Retail,US,MIA,T1,shift-based,short,22,es
u00396,Morgan Novak,mnovak08,Stock Assistant,Store Operations,Europe Retail,CH,ZRH,T2,shift-based,night,46,fr
u00397,Ivan Costa,icosta09,HR Manager,Management,Europe Retail,CH,GVA,T1,office-based,office,32,it
u00398,Yusuf Silva,ysilva10,Sales Associate,Store Operations,US Retail,US,MIA,T1,shift-based,day,58,en
u00399,Luca Silva,lsilva11,Logistics Associate,Human Resources,Europe Retail,CH,GVA,T3,office-based,office,32,it
